,Unnamed: 0,Area,equivalent_diameter,MajorAxisLength,MinorAxisLength,Perimeter,Circularity
152,153,167.44500000000002,14.601287462692436,22.13789512070973,11.048093509038395,52.57209737228488,0.761327365570939
155,156,555.9174,26.604811919770366,51.5610439839395,28.17186550022324,156.26529752642602,0.286084972125854
156,157,632.9421000000001,28.388147372587,32.77634284959672,25.961215579865957,100.41220556371252,0.7888616336965555
158,159,1269.2331,40.199972318483006,63.90748121436227,38.45297844592304,232.010595052852,0.29630270589844215
159,160,1419.9336000000003,42.519590901349936,66.63718478842779,29.61316803633576,167.18027047856907,0.6384220126913802
161,162,97.1181,11.120009236936092,13.826533271351057,9.483011723426186,36.037070324427965,0.9397473005145788
162,163,1835.1972000000003,48.33886270308028,70.87109215445585,36.74675793194095,194.83650849970988,0.6075078936038273
163,164,257.86530000000005,18.1197212223311,24.20137207121063,14.356508486834688,59.264140648855935,0.9226113349737015
164,165,1282.6287000000002,40.411552581560805,47.76157641886653,41.755893323160805,172.55137326042535,0.541344810000022
167,168,170.7939,14.746577483590654,25.661483409470048,9.60305621157432,57.30408655314212,0.6535984767042285
168,169,113.8626,12.04053009573756,27.48908312485577,5.850401130164974,50.74209737228488,0.5557175748457517
169,170,231.07410000000004,17.15262900794183,26.110720049942607,11.562100715426956,60.96408655314211,0.7812913070887323
170,171,3121.1748,63.039695283137775,107.67193928161984,57.23293460990369,507.4321306004189,0.15232529549211252
172,173,157.3983,14.15647342504794,17.825054934173455,12.13318587145786,49.605081143570736,0.8038177139888167
173,174,190.88730000000004,15.589908881957088,23.17887070369333,13.52690375513318,60.71513523928455,0.6507182179656307
177,178,120.56040000000002,12.38960325470873,16.31715528015432,10.859236683170224,43.80110278185625,0.7896678457636391
182,183,3429.2736000000004,66.07788402511322,97.79927795557258,47.28990416936369,263.9324760422817,0.6186233892621099
183,184,666.4311000000001,29.129477001164197,45.95788737633683,18.848580190218303,110.76424884028356,0.68259940696469
184,185,321.49440000000004,20.23213739304141,23.661319698687628,18.611283459006717,72.7671244201418,0.7629794669542524
186,187,261.2142,18.23700219571078,30.823081382654653,13.324307266699456,78.07320015414113,0.5385210501103632
191,192,1721.3346,46.81528898170857,61.38913918877492,39.637308524428434,199.059438175282,0.545895625980293
193,194,281.30760000000004,18.925431581724663,29.2304564027116,12.566631800753424,68.7281190105704,0.7483804147772295
195,196,241.12080000000003,17.521544955230922,21.55542087505216,15.352438742551948,61.8521514679987,0.7920177567467469
196,197,1781.6148000000003,47.62795835268848,58.73836778196696,42.27963599103238,201.89640030828227,0.549245521203033
199,200,509.03280000000007,25.458214598185496,41.97009154065104,22.24280429575323,123.95325424985496,0.41633197346593964
201,202,90.4203,10.72971116138812,12.183119883698575,11.650208699372492,38.24607573399935,0.7767871743966772
204,205,284.65650000000005,19.03774966916796,25.224648926169163,15.147948559749407,65.5121514679987,0.833464765280109
205,206,780.2937000000001,31.519847641568887,51.761750772224346,21.17657463267137,134.05634621256846,0.5456236769955111
213,214,1061.6013,36.76510241930868,51.6051201204955,27.599604184613938,142.06932998385432,0.6609530958717207
214,215,2471.4882,56.0963145900542,64.13922753395669,53.45106641825629,207.70037866999675,0.7199358970568033
215,216,937.692,34.55295262610424,49.21958432329442,26.001212875581285,139.54634621256844,0.6051083354310649
216,217,73.67580000000001,9.685398393974246,20.651114712379044,5.46511853854005,34.58607573399935,0.7739842942784018
217,218,542.5218000000001,26.282317432846387,46.40410438668479,18.413011734778948,116.56822720199804,0.5017260779363826
218,219,63.62910000000001,9.000838089639661,17.582575563608614,6.708318025617055,31.55403245742829,0.8030746342447854
220,221,174.14280000000002,14.890449939169285,22.67010762191961,12.20370618586573,61.47314605842731,0.5790879224244682
224,225,174.14280000000002,14.890449939169285,22.64142318268919,10.072887509113777,51.81408655314211,0.8151165191357038
226,227,2973.8232000000003,61.53364362111888,76.4816327805777,53.04391987936648,263.3807032442797,0.5387125627690963
233,234,3091.0347000000006,62.73458068871259,111.4639985869711,58.16847650457359,474.285892579278,0.1726765370967121
235,236,90.4203,10.72971116138812,14.737481000982545,10.075118204373505,35.279059505285204,0.9129391044998241
236,237,100.467,11.310108635238992,22.622016893195525,7.786106580568774,42.22005409571382,0.7082649125076956
237,238,210.9807,16.38990452735787,21.53130316003212,13.344240780522838,53.01612982971317,0.9432711477921324
239,240,66.97800000000001,9.234665030593789,19.892552385049825,4.3296909367815655,32.247016228714145,0.8093995652932132
240,241,77.02470000000001,9.903074975044998,18.02847545369036,6.048082781333417,32.37707032442797,0.9233466595615626
243,244,257.86530000000005,18.1197212223311,40.5292187949542,8.420130253015575,77.0012109732839,0.5465220115962178
244,245,294.70320000000004,19.370796787948493,42.36553997190924,10.321176035126305,89.74618392542698,0.45979340042385913
247,248,324.84330000000006,20.33724011271608,25.67637542090366,16.918051677083263,70.68817310628422,0.8169401904985435
248,249,599.4531000000001,27.626932369231334,35.07434115220384,22.637400897939177,99.0262380211408,0.7681826838252198
249,250,2910.1941,60.871785015514014,90.67622940112383,63.28787876067594,351.036778978279,0.2967744973238644
250,251,1734.7302000000002,46.99709661336898,61.89877455117623,36.67181111512836,171.23043276571056,0.7434981540654498
251,252,60.28020000000001,8.760772477615461,12.670591197774284,6.672672863503001,27.89403245742829,0.9735582576112827
252,253,187.5384,15.452550179059791,24.685466389375385,11.821128941228103,58.50612982971317,0.6884895127789534
253,254,103.8159,11.49706524519502,13.549869439670116,11.02789270732881,37.1090595052852,0.9473573783918606
254,255,612.8487000000001,27.93390770693453,41.26767607598387,26.237067505490543,145.97828129771185,0.3613987457727337
255,256,123.90930000000002,12.560502407167188,21.956432403798896,7.911047539711085,47.39607573399935,0.6931528257110353
256,257,1751.4747000000002,47.223371858044565,79.47454432469654,32.74460769243218,254.85865996770863,0.3388558141841752
257,258,204.28290000000004,16.127649134116812,20.08704517698054,13.25112131323018,50.8721514679987,0.9919314688153543
258,259,107.1648,11.68102997015395,17.265285321417274,8.750320580987491,40.834086553142114,0.8076372322901078
259,260,1208.9529000000002,39.233743639910976,49.131941446681616,32.42775905423301,143.52032457428294,0.7375516342621926
264,265,113.8626,12.04053009573756,21.835142204711754,7.936652143880103,43.73607573399934,0.7480167702608167
266,267,512.3817,25.541821439330217,55.64852706594706,12.728493712603573,121.54916769671286,0.43581231234868517
267,268,522.4284,25.791015842202096,49.398341926704205,13.616521946591346,111.01320015414112,0.5327057659151521
268,269,77.02470000000001,9.903074975044998,11.390103729104569,9.948784566766346,32.75607573399935,0.9021030400678827
269,270,254.51640000000003,18.001676179279322,20.86417138951676,16.217037367606114,60.02215146799869,0.8877741983342825
270,271,133.95600000000002,13.059788530238286,19.30906807426532,9.49272490401928,47.08209737228488,0.7593822340044413
275,276,1232.3952000000002,39.61229990017999,48.20770618839002,39.13453439809592,205.50253013799545,0.3667123326271195
276,277,1928.9664,49.55841301883492,75.44706413540544,38.02883149352541,248.66451931885268,0.39201878840685267
278,279,167.44500000000002,14.601287462692436,45.86691709728846,4.97970606265753,74.40204327657106,0.3801126497019182
280,281,1610.8209000000002,45.28753547463016,76.27336728952307,28.165285291216968,215.8434165369964,0.4344897208673812
283,284,743.4558000000001,30.76682181055944,48.02309763956526,20.42868604748513,124.01828129771188,0.6074263130173922
284,285,70.32690000000001,9.462715790862331,20.58505083899016,4.470026288224167,31.55403245742829,0.8876088062705523
285,286,646.3377,28.686978211257667,43.12406105156811,26.068246764132116,134.55424884028358,0.448615753684395
288,289,1105.1370000000002,37.51138668124632,48.02219941716214,32.38363509013015,152.16126506899772,0.5998156082810124
289,290,164.09610000000004,14.454537130493517,25.18612136422622,8.50266563768883,54.5321514679987,0.6934303706703862
290,291,1175.4639000000002,38.68652376330314,59.01000217126005,30.060649686925093,171.60943817528192,0.5015760846230297
291,292,2947.032,61.25583794219092,116.33147542891707,46.95393232568834,436.2348979888494,0.1946049598576893
293,294,140.65380000000002,13.382301008319558,16.88915188050521,11.035777520950711,42.66408655314212,0.9710384578239456
296,297,288.0054,19.14940898245344,34.744625878851394,11.937908773583636,87.22320015414114,0.4757145793771507
298,299,97.1181,11.120009236936092,18.28895591377349,10.798155863945102,41.14806491485658,0.7207940762206848
299,300,70.32690000000001,9.462715790862331,16.342002135385467,6.196377717610644,33.82806491485659,0.772283982690052
300,301,743.4558000000001,30.76682181055944,38.42558413744605,34.45004962545656,170.47242194656778,0.3214820694158314
302,303,257.86530000000005,18.1197212223311,24.07428483976429,14.378798686025704,64.06115687757008,0.789611044049538
303,304,251.1675,17.88285193564687,30.048786467172796,12.651086524494772,72.32309196271349,0.6034194951498045
307,308,73.67580000000001,9.685398393974246,16.02042688537612,6.685175292489314,36.795081143570734,0.6838410924745425
308,309,154.04940000000002,14.005062938906237,21.700978635150992,9.343550427664024,50.4281190105704,0.7612447963953226
309,310,746.8047000000001,30.836038595028384,56.98595071438767,19.851443647029804,160.05535162213982,0.36633339168674545
310,311,324.84330000000006,20.33724011271608,39.660662083302384,14.732450360163606,97.38016228714146,0.4304699003709453
311,312,2993.9166000000005,61.74117757833135,89.43394992213229,44.74700360318902,247.02960046242336,0.6165262471054509
312,313,1342.9089,41.35026863826641,86.52273676258086,26.635597406082297,214.5224760422816,0.36669991907013627
313,314,1008.0189,35.82526378577609,45.54431118003442,30.064855662221294,138.4743570317112,0.6606019091700389
316,317,66.97800000000001,9.234665030593789,19.690979935392395,4.958011414264213,33.07005409571382,0.7696127048829098
317,318,83.72250000000001,10.32466937892394,27.975527712909997,5.064547038403849,41.776021638285535,0.602834214657933
319,320,174.14280000000002,14.890449939169285,19.91049628068715,11.332170443880964,48.91209737228488,0.9147087114199293
320,321,1309.4199,40.83142414052151,81.7530267817632,27.838194409953008,253.5265625954237,0.25600111955506527
321,322,40.186800000000005,7.153140774258748,13.08182613427086,3.813623603963542,22.78303786699968,0.9729040819938795
322,323,2046.1779000000004,51.04189081375367,74.80365311465324,39.43763083384472,244.6905409571382,0.42945621442604026
323,324,221.02740000000003,16.7756021099094,25.35927780876177,13.5002067052382,67.97010819142764,0.6012015015504776
328,329,1791.6615000000002,47.76205892316117,86.26089839297647,33.75863323164661,234.91258423370925,0.40799351539539874
329,330,13362.111000000004,130.43453578842033,176.94068646526682,140.14842002068596,1465.9769536259746,0.07813230799838294
334,335,2652.3288,58.11239036384548,90.29901028786875,48.41523512184706,318.71357882413787,0.3281225598298393
335,336,144.0027,13.540676947207412,27.041388486001708,7.56487346092449,54.33707032442796,0.6128977980740322
338,339,961.1343000000002,34.98219830944518,57.2855088197789,26.90568525490277,176.59037866999674,0.3873110294386696
339,340,1215.6507,39.34227425842312,68.17744883423647,33.71776559342447,262.1786599677086,0.22224090132613392
341,342,1453.4226,43.0180791009059,82.98307577838676,29.65304755175703,265.5135247284241,0.2590767717489133
342,343,1175.4639000000002,38.68652376330314,56.1051978929783,31.384048668812436,174.6953516221398,0.484012370414166
344,345,428.65920000000006,23.3620599403079,47.28051848383787,13.888166512086295,105.58822720199804,0.4831600489852871
345,346,1409.8869000000002,42.36890079626884,78.10011014469931,23.98523651961047,186.0543570317112,0.5118166969106841
346,347,1239.093,39.71979616267595,57.03295217954993,29.03173913918316,152.80037866999675,0.6669064328055933
347,348,964.4832,35.043089910461845,85.03009277440333,17.477266509708123,183.53137326042537,0.3598188430838742
348,349,1329.5133,41.14351599962434,53.0638779842006,32.99394390204159,151.72838948913952,0.7257196026849735
349,350,656.3844000000001,28.909074260987037,34.50012262069101,25.44017471545653,105.58822720199804,0.739838825008721
350,351,234.42300000000003,17.27647631305212,39.13315195733908,10.543216885371027,82.74016228714146,0.430305945486846
352,353,2139.9471000000003,52.19832632720451,89.19896529804173,32.15848589217503,220.7593299838543,0.5517911962146413
355,356,646.3377,28.686978211257667,51.1901412328728,17.79195244439282,124.6462380211408,0.5227704147780828
356,357,187.5384,15.452550179059791,23.949401888063388,10.534165707981328,57.36911360099902,0.7160507286619575
359,360,164.09610000000004,14.454537130493517,18.08507618959982,12.099634522423385,48.46806491485659,0.877802395615281
360,361,144.0027,13.540676947207412,29.176525043826725,7.86159148364735,57.61806491485659,0.5450836582728676
364,365,2585.3508,57.37395642251533,72.26101948737066,57.569555939561326,281.6807032442797,0.40946345927884037
365,366,254.51640000000003,18.001676179279322,24.441764703487788,13.71657639851271,61.4081190105704,0.8481526948271003
366,367,1413.2358000000002,42.41919031046484,67.56823270369955,28.844222627159784,179.5573948987109,0.5508304026425672
367,368,2136.5982000000004,52.15746657430716,78.71621971975418,39.03851976341328,220.19640030828228,0.5537481549530799
368,369,4316.7321,74.13659024899691,141.32833424286954,81.67528768647216,508.56914682913305,0.20973211765192826
369,370,4902.789600000001,79.00902225845027,143.7810244799296,50.65540592574388,397.8048979888494,0.389325516138594
372,373,144.0027,13.540676947207412,20.04750898911608,10.212968165810748,46.7030919627135,0.8296391376073822
373,374,793.6893000000001,31.78925294801956,59.280895618550346,23.416619188933527,177.03441112742502,0.3182328498744699
374,375,2036.1312000000005,50.91642919637099,62.06171813344933,43.58003545361705,184.3005409571382,0.753290348068161
375,376,2062.9224000000004,51.25031099808049,87.58988824759403,41.21935781218347,264.45269242513695,0.3706779646392915
378,379,90.4203,10.72971116138812,20.312953247610828,5.854181115511911,36.351048686142434,0.8598880610108875
379,380,311.44770000000005,19.913501142612105,27.76615719622866,18.688140532226257,87.22320015414114,0.5144355335125003
380,381,60.28020000000001,8.760772477615461,11.921764339005344,6.932242024746751,27.580054095713823,0.9958509024124147
384,385,763.5492000000002,31.179817763914176,49.85256865820766,20.12467339027189,122.81623802114083,0.6361145211203248
386,387,1396.4913,42.16714297932237,48.7383642142671,39.13478226731736,155.38838948913948,0.7267933876577513
388,389,251.1675,17.88285193564687,24.49621847613091,14.267673146300448,64.68911360099902,0.7542423366666406
390,391,267.91200000000003,18.469330061187573,32.43663625002104,11.264029597964544,72.3881190105704,0.642491589626974
391,392,884.1096000000001,33.5512042198188,41.851555915773424,29.33126765172261,122.8162380211408,0.7365536560340606
392,393,977.8788000000002,35.28560553707656,47.6738896316052,29.811263199981177,133.7962380211408,0.6864471243659951
393,394,1061.6013,36.76510241930868,41.87635742777307,33.892767269003734,134.42419474456975,0.738272035832566
394,395,656.3844000000001,28.909074260987037,31.306289382622783,28.51264884456627,106.66021638285528,0.7250420485085465
395,396,83.72250000000001,10.32466937892394,15.81462038259865,7.068183794603484,34.14204327657106,0.902553667233621
396,397,344.93670000000003,20.95678999442542,26.10963780566534,19.15183312296044,76.74110278185626,0.7360260688431143
397,398,676.4778000000001,29.34822458165816,61.068707497845125,15.43220827172476,146.29225965942635,0.3972104966534231
401,402,93.7692,10.92660301823858,21.48349833322925,5.989446277668336,40.70403245742829,0.7112056579001649
402,403,66.97800000000001,9.234665030593789,15.23974283703441,6.64089348364047,29.7890595052852,0.9484806062401065
